	 time{0000000c}	 RST{1}	 PC_4{00000003}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{0}	 GCnt_Out_EXE{0}	 GCnt_Out_MEM{0}	 GCnt_Out_WB{0}	 OUTPORT{xxxxxxxx}	 Vout{x}	 MULOP{0000000000000000}	 NoAdd{0}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{ffffffff}	 WDAT{ffffffff}	 PC_DECODE{ffffffff}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{x}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{ffffffff}	 OP2_OUT{ffffffff}	 OP3_OUT{ffffffff}	 MULOUT{00000001}	 Ain{ffffffff}	 Bin{xxxxxxxx}	 EXEOUT{xxxxxxxx}	 MEM_FWD{ffffffff}	 WB_FWD{ffffffff}	 WB_IN{ffffffff}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{ffffffff}	 OP_temp{0000}	 ALUout{xxxxxxxx}	 MEM_ADD_OUT{ffffffff}	 MEM_ADD_IN{fffffffb}	 MADD{fffffffb}	 RD_Out{ffffffff}	 MEM_DIN{ffffffff}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{ffffffff}	 CPSR_Out{0000}	 ALUOutReg{ffffffff}	 WB_Out{ffffffff}	 MEM_DATA_out{ffffffff}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{xxxxxxxx}	 OP_WB_OUT{ffffffff}	 DestAddEXE{zzzzz}	 DestAddMEM{xxxx}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000002a0}	 RST{0}	 PC_4{0000007b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000077}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{ffffffff}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000002b4}	 RST{0}	 PC_4{0000007f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000007b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{ffffffff}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000002c8}	 RST{0}	 PC_4{00000083}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000007f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{ffffffff}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000002dc}	 RST{0}	 PC_4{00000087}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000083}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000002f0}	 RST{0}	 PC_4{0000008b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000087}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000304}	 RST{0}	 PC_4{0000008f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000008b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000318}	 RST{0}	 PC_4{00000093}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000008f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{0000032c}	 RST{0}	 PC_4{00000097}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000093}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000340}	 RST{0}	 PC_4{0000009b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000097}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000354}	 RST{0}	 PC_4{0000009f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000009b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000368}	 RST{0}	 PC_4{000000a3}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000009f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
